|table_schema|table_name|ordinal_position|column_name|data_type|udt_name|is_nullable|column_default|
|ops|v_sport_completion_summary|7|blocked_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|8|wait_provider_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|9|ready_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|10|near_ready_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|11|not_ready_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|12|core_ready_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|13|people_ready_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|14|people_near_ready_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|15|people_not_ready_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|16|sport_readiness|text|text|YES||
|ops|v_sport_completion_summary|17|top_priority_rank|integer|int4|YES||
|ops|v_top_ingest_jobs|1|ingest_target_id|bigint|int8|YES||
|ops|v_top_ingest_jobs|2|sport_code|text|text|YES||
|ops|v_top_ingest_jobs|3|canonical_league_id|bigint|int8|YES||
|ops|v_top_ingest_jobs|4|provider|text|text|YES||
|ops|v_top_ingest_jobs|5|provider_league_id|text|text|YES||
|ops|v_top_ingest_jobs|6|season|text|text|YES||
|ops|v_top_ingest_jobs|7|target_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs|8|tier|integer|int4|YES||
|ops|v_top_ingest_jobs|9|fixtures_days_back|integer|int4|YES||
|ops|v_top_ingest_jobs|10|fixtures_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs|11|odds_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs|12|max_requests_per_run|integer|int4|YES||
|ops|v_top_ingest_jobs|13|notes|text|text|YES||
|ops|v_top_ingest_jobs|14|run_group|text|text|YES||
|ops|v_top_ingest_jobs|15|entity|text|text|YES||
|ops|v_top_ingest_jobs|16|priority|integer|int4|YES||
|ops|v_top_ingest_jobs|17|entity_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_full_mode|1|ingest_target_id|bigint|int8|YES||
|ops|v_top_ingest_jobs_full_mode|2|sport_code|text|text|YES||
|ops|v_top_ingest_jobs_full_mode|3|canonical_league_id|bigint|int8|YES||
|ops|v_top_ingest_jobs_full_mode|4|provider|text|text|YES||
|ops|v_top_ingest_jobs_full_mode|5|provider_league_id|text|text|YES||
|ops|v_top_ingest_jobs_full_mode|6|season|text|text|YES||
|ops|v_top_ingest_jobs_full_mode|7|target_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_full_mode|8|tier|integer|int4|YES||
|ops|v_top_ingest_jobs_full_mode|9|fixtures_days_back|integer|int4|YES||
|ops|v_top_ingest_jobs_full_mode|10|fixtures_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs_full_mode|11|odds_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs_full_mode|12|max_requests_per_run|integer|int4|YES||
|ops|v_top_ingest_jobs_full_mode|13|notes|text|text|YES||
|ops|v_top_ingest_jobs_full_mode|14|run_group|text|text|YES||
|ops|v_top_ingest_jobs_full_mode|15|entity|text|text|YES||
|ops|v_top_ingest_jobs_full_mode|16|priority|integer|int4|YES||
|ops|v_top_ingest_jobs_full_mode|17|entity_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_full_mode|18|entity_order|integer|int4|YES||
|ops|v_top_ingest_jobs_full_mode|19|effective_season|text|text|YES||
|ops|v_top_ingest_jobs_ordered|1|ingest_target_id|bigint|int8|YES||
|ops|v_top_ingest_jobs_ordered|2|sport_code|text|text|YES||
|ops|v_top_ingest_jobs_ordered|3|canonical_league_id|bigint|int8|YES||
|ops|v_top_ingest_jobs_ordered|4|provider|text|text|YES||
|ops|v_top_ingest_jobs_ordered|5|provider_league_id|text|text|YES||
|ops|v_top_ingest_jobs_ordered|6|season|text|text|YES||
|ops|v_top_ingest_jobs_ordered|7|target_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_ordered|8|tier|integer|int4|YES||
|ops|v_top_ingest_jobs_ordered|9|fixtures_days_back|integer|int4|YES||
|ops|v_top_ingest_jobs_ordered|10|fixtures_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs_ordered|11|odds_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs_ordered|12|max_requests_per_run|integer|int4|YES||
|ops|v_top_ingest_jobs_ordered|13|notes|text|text|YES||
|ops|v_top_ingest_jobs_ordered|14|run_group|text|text|YES||
|ops|v_top_ingest_jobs_ordered|15|entity|text|text|YES||
|ops|v_top_ingest_jobs_ordered|16|priority|integer|int4|YES||
|ops|v_top_ingest_jobs_ordered|17|entity_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_ordered|18|entity_order|integer|int4|YES||
|ops|v_top_ingest_jobs_runnable|1|ingest_target_id|bigint|int8|YES||
|ops|v_top_ingest_jobs_runnable|2|sport_code|text|text|YES||
|ops|v_top_ingest_jobs_runnable|3|canonical_league_id|bigint|int8|YES||
|ops|v_top_ingest_jobs_runnable|4|provider|text|text|YES||
|ops|v_top_ingest_jobs_runnable|5|provider_league_id|text|text|YES||
|ops|v_top_ingest_jobs_runnable|6|season|text|text|YES||
|ops|v_top_ingest_jobs_runnable|7|target_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_runnable|8|tier|integer|int4|YES||
|ops|v_top_ingest_jobs_runnable|9|fixtures_days_back|integer|int4|YES||
|ops|v_top_ingest_jobs_runnable|10|fixtures_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs_runnable|11|odds_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs_runnable|12|max_requests_per_run|integer|int4|YES||
|ops|v_top_ingest_jobs_runnable|13|notes|text|text|YES||
|ops|v_top_ingest_jobs_runnable|14|run_group|text|text|YES||
|ops|v_top_ingest_jobs_runnable|15|entity|text|text|YES||
|ops|v_top_ingest_jobs_runnable|16|priority|integer|int4|YES||
|ops|v_top_ingest_jobs_runnable|17|entity_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_runnable|18|entity_order|integer|int4|YES||
|ops|v_top_ingest_jobs_test_mode|1|ingest_target_id|bigint|int8|YES||
|ops|v_top_ingest_jobs_test_mode|2|sport_code|text|text|YES||
|ops|v_top_ingest_jobs_test_mode|3|canonical_league_id|bigint|int8|YES||
|ops|v_top_ingest_jobs_test_mode|4|provider|text|text|YES||
|ops|v_top_ingest_jobs_test_mode|5|provider_league_id|text|text|YES||
|ops|v_top_ingest_jobs_test_mode|6|season|text|text|YES||
|ops|v_top_ingest_jobs_test_mode|7|target_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_test_mode|8|tier|integer|int4|YES||
|ops|v_top_ingest_jobs_test_mode|9|fixtures_days_back|integer|int4|YES||
|ops|v_top_ingest_jobs_test_mode|10|fixtures_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs_test_mode|11|odds_days_forward|integer|int4|YES||
|ops|v_top_ingest_jobs_test_mode|12|max_requests_per_run|integer|int4|YES||
|ops|v_top_ingest_jobs_test_mode|13|notes|text|text|YES||
|ops|v_top_ingest_jobs_test_mode|14|run_group|text|text|YES||
|ops|v_top_ingest_jobs_test_mode|15|entity|text|text|YES||
|ops|v_top_ingest_jobs_test_mode|16|priority|integer|int4|YES||
|ops|v_top_ingest_jobs_test_mode|17|entity_enabled|boolean|bool|YES||
|ops|v_top_ingest_jobs_test_mode|18|entity_order|integer|int4|YES||
|ops|v_top_ingest_jobs_test_mode|19|effective_season|text|text|YES||
|ops|v_top_ingest_targets|1|id|bigint|int8|YES||
|ops|v_top_ingest_targets|2|sport_code|text|text|YES||
|ops|v_top_ingest_targets|3|canonical_league_id|bigint|int8|YES||
|ops|v_top_ingest_targets|4|provider|text|text|YES||
|ops|v_top_ingest_targets|5|provider_league_id|text|text|YES||
|ops|v_top_ingest_targets|6|season|text|text|YES||
|ops|v_top_ingest_targets|7|enabled|boolean|bool|YES||
|ops|v_top_ingest_targets|8|tier|integer|int4|YES||
|ops|v_top_ingest_targets|9|fixtures_days_back|integer|int4|YES||
|ops|v_top_ingest_targets|10|fixtures_days_forward|integer|int4|YES||
|ops|v_top_ingest_targets|11|odds_days_forward|integer|int4|YES||
|ops|v_top_ingest_targets|12|max_requests_per_run|integer|int4|YES||
|ops|v_top_ingest_targets|13|notes|text|text|YES||
|ops|v_top_ingest_targets|14|created_at|timestamp with time zone|timestamptz|YES||
|ops|v_top_ingest_targets|15|updated_at|timestamp with time zone|timestamptz|YES||
|ops|v_top_ingest_targets|16|run_group|text|text|YES||
|ops|v_worker_locks_active|1|lock_name|text|text|YES||
|ops|v_worker_locks_active|2|owner_id|text|text|YES||
|ops|v_worker_locks_active|3|acquired_at|timestamp with time zone|timestamptz|YES||
|ops|v_worker_locks_active|4|expires_at|timestamp with time zone|timestamptz|YES||
|ops|v_worker_locks_active|5|heartbeat_at|timestamp with time zone|timestamptz|YES||
|ops|v_worker_locks_active|6|note|text|text|YES||
|ops|v_worker_locks_active|7|created_at|timestamp with time zone|timestamptz|YES||
|ops|v_worker_locks_active|8|updated_at|timestamp with time zone|timestamptz|YES||
|ops|v_worker_locks_active|9|is_active|boolean|bool|YES||
|ops|v_worker_locks_active|10|seconds_to_expire|integer|int4|YES||
|ops|worker_locks|1|lock_name|text|text|NO||
|ops|worker_locks|2|owner_id|text|text|YES||
|ops|worker_locks|3|acquired_at|timestamp with time zone|timestamptz|YES||
|ops|worker_locks|4|expires_at|timestamp with time zone|timestamptz|YES||
|ops|worker_locks|5|heartbeat_at|timestamp with time zone|timestamptz|YES||
|ops|worker_locks|6|note|text|text|YES||
|ops|worker_locks|7|created_at|timestamp with time zone|timestamptz|NO|now()|
|ops|worker_locks|8|updated_at|timestamp with time zone|timestamptz|NO|now()|
